"Function","test_id","bias","variance","mse"
"func_poly_deg4",67,1.11754734596245,0.242110800484602,1.49102287095232
"func_poly_deg4",68,-1.17741546170427,5.44504867214255,6.83135584160283
"func_poly_deg4",69,-2.00756441837757,5.27421236854674,9.3045272624824
"func_poly_deg4",70,0.163563087652304,0.425641498731134,0.452394382373489
"func_poly_deg4",71,0.709796988536716,0.547974036375076,1.05178580131087
"func_poly_deg4",72,-0.355550173858302,3.30640470024488,3.43282062637555
"func_poly_deg4",73,1.07852201505243,0.277025627507398,1.44023536446016
"func_poly_deg4",74,0.17544998336043,1.10084999450431,1.13163269116548
"func_poly_deg4",75,0.941971279792366,0.261246159978244,1.14855605193191
"func_poly_deg4",76,-4.49323447153368,53.4859395518992,73.6750955680777
"func_poly_deg4",77,0.444794914018381,1.21514506810903,1.41298758364565
"func_poly_deg4",78,-5.55067409178073,111.263521194465,142.073504067631
"func_poly_deg4",79,-0.0849003494743701,1.2346814518909,1.24188952123177
"func_poly_deg4",80,-4.14974449478085,77.6530304874049,94.8734098593689
"func_poly_deg4",81,-1.18904217058676,13.255989794701,14.6698110781346
"func_poly_deg4",82,0.940202580046381,0.256533847697173,1.14051473922305
"func_poly_deg4",83,1.27923317457737,0.240643909128917,1.87708142406822
"func_poly_deg4",84,-3.11412977850062,41.4691550122234,51.1669592895677
"func_poly_deg4",85,1.21523274933926,0.242271843544819,1.71906247861148
"func_poly_deg4",86,-4.30032896917041,60.5111977787106,79.0040270217969
"func_poly_deg4",87,1.20263931090051,0.325003696200561,1.77134500832383
"func_poly_deg4",88,0.0898498979967022,0.638766266740512,0.64683927091053
"func_poly_deg4",89,0.0375577248328922,2.20576853048895,2.20717911318358
"func_poly_deg4",90,0.311728665780095,0.310760331347817,0.407935092416855
"func_poly_deg4",91,1.21471764023343,0.267887506438756,1.74342645193302
"func_poly_deg4",92,-10.9261993859266,130.660373185773,250.042206206795
"func_poly_deg4",93,0.952846880856466,0.286762485768936,1.19467966412683
"func_poly_deg4",94,1.19448611696459,0.242494745916484,1.66929182953763
"func_poly_deg4",95,1.31368225492065,0.239554560850342,1.96531562774374
"func_poly_deg4",96,0.895459439983251,0.344395059225517,1.14624266788063
"func_poly_deg4",97,1.11873079823903,0.240507553721904,1.49206615265045
"func_poly_deg4",98,1.11018833163917,0.240746037368743,1.4732641690765
"func_poly_deg4",99,-0.00498359319802422,2.26446581500378,2.26449065120494
"func_poly_deg4",100,1.08951673541248,0.301159661255777,1.48820637799964
